#漢字	音標	解釋
多	tɔu22	多：～少
聶	njiak02	聂：姓，～耳
廉	liaŋ41	廉：清～，～洁
鐮	liaŋ41	镰：镰刀，禾～
簾	liaŋ41	帘：窗～
獵	liak04	猎：打～，～人
尖	ʨiaŋ22	尖：～刀
殲	ʨʰiaŋ41	歼：～灭
接	ʨiak02	接：迎～，～待
籤	ʨʰiaŋ22	签：竹～，求～
簽	ʨʰiaŋ22	签：～字，～名
潛	ʨʰiaŋ41	潜：～力
漸	ʨʰiaŋ31	渐：逐～
捷	ʨʰiak02	捷：～报，大～，敏～
沾	ʦaŋ22	沾：～光
粘	ʦaŋ22	粘：～贴
佔	ʦaŋ45	占：～领，～地方
摺	ʦat02	折：～被，～叠
陝	ɕiaŋ31	陕：～西
閃	saŋ31	闪：～开
攝	njiak02	摄：～影
涉	ɕiak02	涉：～及
染	njiaŋ31	染：污～
染	njiaŋ31	染：～色
檢	ʨiaŋ31	检：～查，体～
臉	liaŋ31	脸：红～白～[文]
鉗	ʨʰiaŋ41	钳：～工，火～
儉	ʨʰiaŋ31	俭：勤～
驗	njiaŋ31	验：～收，试～
險	ɕiaŋ31	险：危～，保～
淹	iaŋ31	淹：～没
閹	iaŋ22	阉：～鸡，～猪
掩	iaŋ31	掩：～护
厭	iaŋ45	厌：讨～
炎	iaŋ41	炎：消～，～热
鹽	iaŋ41	盐
閻	njiaŋ41	阎：～罗王；姓
簷	iaŋ41	檐：屋～下
豔	iaŋ31	艳：鲜～，～丽
焰	iaŋ31	焰：火～
葉	iak04	叶：树～；姓
頁	iak04	页：～数
劍	ʨiaŋ45	剑：宝～
劫	ʨiak02	劫：抢～
欠	ʨʰiaŋ45	欠：～钱，拖～
嚴	njiaŋ41	严：～格；姓
釅	nau41	酽：～茶
業	njiak04	业：事～，～余
脅	ɕiak02	胁：威～
點	tiaŋ31	点：～心，～头
店	tiaŋ45	店：开～
跌	tiet02	跌：～打
添	tʰiaŋ22	添：～加，～丁
帖	tʰiak02	帖：请～
貼	tʰiak02	贴：补～
貼	tiak02	贴：～纸，～对联[动]
甜	tʰiaŋ41	甜
疊	tʰiak04	叠：～起来，折～
碟	tʰiak04	碟：盛具，碟子
牒	tʰiak04	牒：通～，文～
蝶	tʰiak04	蝶：蝴～
諜	tʰiak04	谍：间～
鮎	njiaŋ41	鲇：～鱼
拈	njiaŋ22	拈：用指头捏取物，～起来
念	njiaŋ31	念：～经，怀～
兼	ʨiaŋ22	兼：～职
挾	ʨiak02	挟：～菜
謙	ʨʰiaŋ22	谦：～虚
歉	ʨʰiaŋ45	歉：道～，～意
嫌	ɕiaŋ41	嫌：～弃，～人
協	ɕiak02	协：～会，～作
俠	ʨiak04	侠：武～
法	fak02	法：方～
泛	faŋ45	泛：广～，～滥[文]
泛	pʰaŋ45	泛：中空，～谷[白]
凡	faŋ41	凡：平～
帆	faŋ41	帆：～船
范	faŋ45	范：姓
範	faŋ45	范：模～，～围
犯	faŋ31	犯：～法[文]
犯	faŋ31	犯：触犯[白]
乏	fat04	乏：缺～
稟	pin31	禀：～报
品	pʰin31	品：～德
林	lin41	林：树～；姓
淋	lin41	淋：～湿，～菜
臨	lin41	临：～时，面～
立	lit04	立：～足
笠	tit02	笠：～嫲，斗～
粒	lit02	粒：三～，颗～
浸	ʨin45	浸：～水
侵	ʨʰin45	侵：～略
緝	ʨʰit04	缉：～私，通～
集	ʨʰit04	集：～合，～体
輯	ʨʰit04	辑：编～
心	ɕin22	心：～肝，内～
尋	ʨʰin41	寻：～人
習	ɕit04	习：学～，练～
襲	ʨʰiak02	袭：～击，偷～
沉	ʨʰin41	沉：～底
蟄	ʨʰit04	蛰：惊～
森	sen41	森：～林
參	sen22	参：人～
滲	ʦʰan31	渗：～水
澀	ʨiak02	涩：柿子～[训]
針	ʨin22	针：～线，～对
斟	ʨin22	斟：～酒，～酌
枕	ʨin31	枕：～头[名]；～枕头[动]
執	ʨit02	执：～行，～法
汁	ʨit02	汁：菜～，果～
深	ʨʰin22	深：～浅，～入
沈	ɕin31	沈：姓；地名，～阳
審	ɕin31	审：～问
嬸	ɕin31	婶：叔母，大～
濕	ɕit02	湿：潮～
甚	ɕin31	甚：～至
十	ɕit04	十：数字
拾	ɕit04	拾：收～
任	njin31	任：姓；责～，～何
紝	njin31	纫：缝～
入	njit04	入：～门，进～
今	ʨin22	今：～日，～年，现～[文]
今	ʨin22	今：～日，～年[白]
金	ʨin22	金：～银
禁	ʨin45	禁：不～
襟	ʨin45	襟：衣的前幅、交领，连～
錦	ʨin31	锦：～绣，～旗
禁	ʨin45	禁：～止
急	ʨit02	急：心～
級	ʨit02	级：～别，年～
級	ʨit02	级：三年～
給	ʨit02	给：供～，～予
欽	ʨʰin22	钦：～差，～佩
泣	lit02	泣：～血，哭～
琴	ʨʰin41	琴：弹～
禽	ʨʰin41	禽：家～
擒	ʨʰin41	擒：～拿
及	ʨʰit04	及：～时
吟	ʨʰin41	吟：～诗
吸	ʨit02	吸：呼～，～引
音	in22	音：～乐，声～
陰	in22	阴：～天
飮	njin31	饮：～料
蔭	in22	荫：福～，树～
飮	in45	饮：～田
淫	in41	淫：～荡
丹	tan22	丹：牡～，仙～
單	tan22	单：～独
旦	tan45	旦：元～，花～
疸	taŋ31	疸：黄～
灘	tʰan22	滩：沙～
攤	tʰan22	摊：分～，～开，摆～
癱	tʰan22	瘫：～痪
坦	tʰan31	坦：～白，～克
炭	tʰan45	炭：烧～
嘆	tʰan45	叹：～气
獺	lai31	獭：水～
檀	tʰaŋ41	檀：～香
壇	tʰan41	坛：天～，文～
彈	tʰan41	弹：～琴
誕	tan45	诞：圣～，～生
但	tʰan31	但：～係（但是），不～
彈	tʰan31	弹：子～
蛋	tʰan31	蛋：皮～
達	tʰat04	达：发～，～到
難	nan41	难：困～
難	nan31	难：逃～，患～
捺	nai45	捺：撇～
蘭	lan41	兰：～花
攔	lan41	拦：～路
欄	lan41	栏：～杆
懶	lan22	懒：懒惰，～尸
爛	lan31	烂：灿～，腐～
辣	lat04	辣：～椒
瘌	lat02	瘌：结～（结痂），～痢（头屑）
贊	ʦan45	赞：称～，～助
餐	ʦʰan22	餐：～车，快～
燦	ʦʰan31	灿：～烂
擦	ʦʰat02	擦：～车
殘	ʦʰan41	残：～废
珊	san22	珊：～瑚
散	san31	散：药～
散	san45	散：分～，解～
薩	sat02	萨：菩～
干	kɔn22	干：天～地支；～扰
亁	kɔn22	干：烘～，饼～
肝	kɔn22	肝：猪～
竿	kɔn22	竿：竹～
桿	kɔn22	杆：旗～，杠～
稈	kɔn31	秆：禾～（稻秆）
趕	kɔn31	赶：追～
幹	kɔn45	干：～部，才～
割	kɔt02	割：～禾（割稻）
葛	kɔt02	葛：诸～亮；生～，～薯
看	kʰɔn45	看：～守所
刊	kʰan22	刊：报～
看	kʰɔn45	看：看见
渴	hɔt02	渴：口渴；～望
岸	ŋaŋ31	岸：口～，两～
鼾	pʰun45	鼾：～睡
罕	hɔn31	罕：稀～，～见
漢	hɔn45	汉：～人
喝	hɔt02	喝：吆～，～彩
寒	hɔn41	寒：大～，～流
韓	hɔn41	韩：～国；姓
旱	hɔn22	旱：干旱
汗	hɔn31	汗：出～，～马功劳
銲	hɔn31	焊：电～，～接
翰	hɔn45	翰：～林院；人名用字
安	ɔn22	安：公～，～全
鞍	ɔn22	鞍：马～，～山
按	ɔn45	按：～照
案	ɔn45	案：～件，档～
扮	pan45	扮：打～
八	pat02	八：数字
盼	pʰan45	盼：～望
瓣	pʰan31	瓣：花～
辦	pʰan31	办：～事
拔	pʰat04	拔：～河，选～
綻	ʦaŋ45	绽：破～[文]
綻	ʦʰan45	绽：长出，～笋，～芽[白]
盞	ʦan31	盏：灯～（灯）
紮	ʦak02	扎：～紧，驻～
鏟	ʦʰan31	铲：～草
察	ʦʰat02	察：观～
山	san22	山
產	ʦʰan31	产：生～
殺	sat02	杀：～人，自～
艱	ken22	艰：～苦
間	kan22	间：房～，中～
簡	kan31	简：～单
揀	kan31	拣：挑选
間	kan45	间：～断，离～[文]
間	kaŋ45	间：隔开[白]
眼	ŋan31	眼：双～皮
閑	han41	闲：～事，空～
限	han31	限：期～，～制
莧	han31	苋：～菜
軋	ʦak02	轧：～钢厂
班	pan22	班：上～
斑	pan22	斑：～马
頒	pan22	颁：～布，～奖
扳	pan31	扳：～手，～开
板	pan31	板：黑～，石～
版	pan31	版：出～
攀	pʰan22	攀：～登，高～
襻	pʰan45	襻：扣住扣子的套，纽～
蠻	man41	蛮：不听话；野～
慢	man31	慢：～车
棧	ʦan31	栈：客～；碗橱，碗～
刪	san22	删：～除
奸	kan22	奸：～诈，～臣
顏	ŋan41	颜：姓；～色
雁	ŋan31	雁：大～
轄	hat04	辖：管～，直～市
鞭	pien22	鞭：皮～，～策
編	pien22	编：主～，～辑[文]
編	pien22	编：毛～，～毛编[白]
變	pien45	变：～化，改～
別	pʰiet04	别：区～
鼈	piet02	鳖：甲鱼
篇	pʰien22	篇：一～文章
偏	pʰien22	偏：～～，～僻
騙	pʰien45	骗：欺～
便	pʰien41	便：～宜
辨	pʰien31	辨：分～，～别
辯	pʰien31	辩：～论
便	pʰien31	便：方～
別	pʰiet04	别：离～，分～
綿	mien41	绵：海～，～羊
棉	mien41	棉：～花
免	mien22	免：难～，～除
勉	mien31	勉：～强，～励
緬	mien31	缅：～怀；～甸（地名）
面	mien45	面：～子
滅	met04	灭：消～，～亡
碾	ʦan31	碾：～米
連	lien41	连：～长；大～（地名）
聯	liaŋ41	联：～系；对～
列	liet04	列：排～；～宁（人名）
列	liet04	列：两～（两排）[白，量]
烈	liet04	烈：～士，热～
裂	liet04	裂：～开，分～
煎	ʨien22	煎：～药，～鱼
剪	ʨien31	剪：～刀
箭	ʨien45	箭：射～
濺	ʨʰien31	溅：～一身水
遷	ʨʰiaŋ22	迁：升～，～怒
淺	ʨʰien31	浅：深～
錢	ʨʰien41	钱：～财
踐	ʨien31	践：实～
賤	ʨʰien31	贱：下～，～人
仙	ɕien22	仙：神～
鮮	ɕien22	鲜：新～
鮮	ɕien31	鲜：朝～（国名）
癬	ɕien31	癣：发～（生癣）
線	ɕien45	线：～索
羨	ɕien45	羡：～慕
展	ʦan31	展：开～，发～
哲	ʦat02	哲：～学
徹	ʦʰat02	彻：～底
撤	ʦʰat02	撤：～退
纏	ʦʰan41	缠：纠～，～线
氈	ʦan22	毡：羊毛～
戰	ʦan45	战：～斗
顫	ʦʰan31	颤：～抖
折	ʦat02	折：～断，打～
浙	ʦat02	浙：～江（地名）
舌	sat04	舌：舌头
搧	san45	扇：扇扇子，扇耳光[动]
扇	san45	扇：扇子[名]
設	sat02	设：～计，建～
蟬	ʦʰan41	蝉
禪	ʦʰan41	禅：～宗，～师
善	san31	善：～良，心～
膳	san31	膳：～食，用～
折	sat04	折：～本（赔本）
然	ien41	然：～后，居～
燃	ien41	燃：～烧
熱	njiet04	热：冷～，～情
遣	ʨʰien31	遣：派～
乾	ʨʰien41	乾：～坤，～隆
件	ʨʰien31	件：事～
傑	ʨʰien41	杰：～出
諺	ŋan41	谚：农～，～语
孽	njiak02	孽：造～
延	ien41	延：～长，～安
演	ien45	演：～员，表～
建	ʨien31	建：～设
揭	ʨʰiet02	揭：～发，～露
揭	ʨʰiet02	揭：～阳（地名）
鍵	ʨʰien31	键：关～，～盘
言	njien41	言：语～
軒	ɕien22	轩：人名用字
掀	ien22	掀：～被[白]
憲	ɕien45	宪：～法
獻	ɕien45	献：贡～
邊	pien22	边：～疆，旁～
蝙	pʰien31	蝙：～蝠
扁	pien31	扁：圆扁
匾	pien31	匾：牌～
遍	pien45	遍：三～，～地
片	pʰien22	片：一～，～面
撇	pʰiet02	撇：～捺，～开
蹩	pei22	蹩：跛，～脚
眠	min41	眠：～床（床）
麵	mien31	面：～粉
蔑	mat02	蔑：～视
顚	tien22	颠：～倒，～簸
典	tien31	典：～型，词～
天	tʰien22	天：～才
腆	tien31	腆：腼～
鐵	tʰiet02	铁：～皮
田	tʰien41	田：种～
塡	tʰien41	填：～空
電	tʰien31	电：触～，～灯
殿	tien31	殿：宫～
奠	tien31	奠：～基
墊	tien45	垫：～钱，座～
年	njien41	年：过～
撚	njien31	捻：以指捻碎
捏	ȵiak02	捏：以指尖捏取小面积
憐	lin45	怜：可～[文]
憐	lin45	怜：可～[白]
蓮	lien41	莲：～花，睡～
練	lien31	练：～习，熟～
鍊	lien31	炼：～丹，锻～
链	lien31	链：项～，～条
楝	lien31	楝：苦～树
箋	ʨien31	笺：便～，信～
薦	ʨien45	荐：推～
節	ʨiet02	节：～约，竹～
千	ʨʰien22	千：～万
切	ʨʰiet02	切：～菜
前	ʨʰien41	前：从～，～后
截	ʨʰiet04	截：～断
先	ɕien22	先：祖～，～进，～生
屑	ɕiau22	屑：锯～[白，名]
楔	ɕiak02	楔：～入去（塞进去）[训]
肩	ʨien22	肩：～头
堅	ʨien22	坚：～强
繭	kan31	茧：蚕～
見	ʨien45	见：～人，～识
結	ʨiet02	结：～婚，～疕[文，动]
結	ket02	结：打～[白]
潔	ʨiet02	洁：～白，清～
牽	ʨʰien22	牵：～牛花
硏	njien22	研：～究
顯	ɕien31	显：明～
賢	ɕien41	贤：～惠，圣～
弦	ɕien41	弦：琴～
現	ɕien31	现：～在，出～
煙	ien22	烟：冒～
燕	ien45	燕：姓；～京，～山（地名）
燕	ien45	燕：燕子，～窝
嚥	ien22	咽：～喉
宴	ien45	宴：～会
般	pan22	般：～配，一～
搬	pan22	搬：～运
半	pan45	半：一～，～日
絆	pʰan31	绊：～脚石，～马索
鉢	pat02	钵：花～（花盆），衣～
撥	pet02	拨：～款
潘	pʰan22	潘：姓
拚	pʰin45	拼：～命
判	pʰan45	判：～断，审～
潑	pʰat02	泼：～水；泼辣
盤	pʰan41	盘：算～
伴	pʰan31	伴：～随，伙～[文]
伴	ʨʰin31	伴：做～，冇～[白]
拌	pʰan31	拌：凉～，搅～
叛	pʰan31	叛：～徒，背～
瞞	man41	瞒：隐～
饅	man41	馒：～头
鰻	man31	鳗：～鱼
滿	man22	满：～意
漫	man31	漫：～画，～长
末	mat04	末：～尾
沫	mat04	沫：泡～
抹	mat02	抹：～桌，～布
端	tɔn22	端：～正
短	tɔn31	短：长～
斷	tɔn45	断：判～，～案
鍛	tʰɔn31	锻：～炼
掇	tɔt02	掇：端东西，～菜
脫	tʰɔt02	脱：～鞋，摆～
團	tʰɔn41	团：～结，～长
糰	tʰɔn41	团：饭～，面～
斷	tʰɔn22	断：～绝[文]
斷	tʰɔn22	断：线断了[白]
段	tʰɔn31	段：姓；阶～
緞	tʰɔn31	缎：绸～
奪	tʰɔt04	夺：～取
暖	nɔn22	暖：冷～
卵	lɔn31	卵：鸡～（鸡蛋），～生
亂	lɔn31	乱：混～
捋	lu41	捋：捋袖子
捋	lɔt02	捋：～骨头（啃骨头）
鑽	ʦɔn45	钻：～孔，～山洞[动]
鑽	ʦɔn45	钻：电～[名]，～石
撮	ʦɔt02	撮：一～毛
撮	ʦʰɔt02	撮：～人（骗人），～把戏（变魔术）
酸	sɔn22	酸：～甜
算	sɔn45	算：计～
蒜	sɔn45	蒜：大蒜，蒜头
官	kan22	官：～司，当～
棺	kan22	棺：～材
觀	kan22	观：参～，～音
冠	kan45	冠：衣～，鸡～花
管	kan31	管：～理，气～
館	kan31	馆：图书～
貫	kan45	贯：一～，～彻
灌	kan45	灌：～溉
罐	kan45	罐：～头
觀	kan22	观：道～
冠	kan45	冠：～军
括	kat02	括：包～
寬	kʰan22	宽：～松
款	kʰan31	款：汇～，拨～
闊	kʰat02	阔：开～
玩	ŋan31	玩：～具，游～
歡	fan22	欢：喜～，～喜
喚	fan31	唤：呼～
煥	fan31	焕：～然一新
完	van41	完：～全[文]
完	van41	完：用～，食～[白]
丸	ien41	丸：肉～
緩	fan31	缓：～慢，迟～
皖	van31	皖：安徽简称，～南事变
換	fan31	换：交～[文]
換	vɔn31	换：～水[白]
換	fan31	换：金不换[白]
活	fat04	活：生～
豌	vɔn31	豌：～豆
碗	vɔn31	碗：饭～
腕	vɔn31	腕：手～
頑	ŋan41	顽：～固，～皮
幻	fan31	幻：科～，～想
滑	vat04	滑：地～，～稽
猾	vat04	猾：狡～
挖	vat02	挖：～掘[文]
挖	iet02	挖：穵[白]
篡	ʦʰɔn45	篡：～位，～改
閂	sɔn22	闩：～门，门～
拴	sɔn22	拴：拴住（捆绑）
刷	sɔt02	刷：～牙，牙～
關	kan22	关：～门，海～
慣	kan45	惯：习～
刮	kɔt02	刮：～毛，搜～
還	fan41	还：～原[文]
還	van41	还：～钱[白]
還	hai41	还：～有[白]
環	fan41	环：～境
患	faŋ31	患：～病，忧～
彎	van22	弯：转～
灣	van22	湾：台～，海～
戀	lien31	恋：～爱
劣	lɔt02	劣：～质，恶～
全	ʨiɔn41	全：～部，安～
泉	ʦʰan41	泉：～水，喷～
絕	ʨʰiet04	绝：～对
宣	ɕien22	宣：～布，～传
選	ɕien31	选：～择，挑～
雪	ɕiet02	雪：落～（下雪），～白
旋	ɕien41	旋：～转
轉	ʦɔn31	转：～学，～移，翻～
轉	ʦɔn31	转：～圈
傳	ʦʰɔn41	传：～达，流～
傳	ʦʰɔn31	传：～记，自～
專	ʦɔn22	专：～门，大～
磚	ʦɔn22	砖：～头
拙	ʦɔt02	拙：勤能补～
川	ʦʰɔn22	川：四～
穿	ʦʰɔn22	穿：～堂风，揭～
喘	ʦʰɔn31	喘：哮～
串	ʦʰɔn45	串：一～，～通
船	sɔn41	船：轮～
說	sɔt02	说：小～
軟	njiɔn22	软：～弱
捲	ʨien31	卷：～起来[动]
眷	ʨien31	眷：～属
卷	ʨien31	卷：试～[名]
絹	ʨien22	绢
圈	ʨʰien22	圈：圆～，～套
拳	ʨʰien41	拳：～头
權	ʨʰien41	权：～利
倦	ʨien31	倦：疲～
圓	ien41	圆：团～
員	ien41	员：人～，～工
院	ien45	院：医～，～长
緣	ien41	缘：～分
沿	ien41	沿：边～，～江路
鉛	ien41	铅：～笔，～球
捐	ʨien22	捐：～钱
悅	iet04	悦：愉～
閱	iet04	阅：～读
反	fan31	反：～对，造～
販	fan45	贩：～毒，小～，～卖
髮	fat02	发：头～
發	fat02	发：～展，～财[文]
翻	fan22	翻：～书[文]
番	fan22	番：三～两次，～薯
番	fan22	番：一～被（一床被子）
番	pan22	番：～禺（地名）
煩	fan41	烦：麻～
繁	fan41	繁：～华
飯	fan31	饭：～店[文]
飯	fan31	饭：食～（吃饭）[白]
伐	fat04	伐：讨～，～木工人
罰	fat04	罚：～款，惩～
晚	van31	晚：～会
挽	van31	挽：～留，手～手
萬	van31	万：～一
蔓	man31	蔓：～延，瓜～
襪	mat02	袜：鞋～
勸	ʨʰien45	劝：规～
券	ʨien31	券：国库～，证～
掘	ʧiut02	掘：挖～
元	ien41	元：～旦[文]
元	ien41	元：一～钱[白]
原	njien41	原：～来，平～
源	njien41	源：～头，来～
阮	njiɔn22	阮：姓，～玲玉
願	njien31	愿：～望
月	njiet04	月：三～
喧	ɕien22	喧：～哗，～闹
冤	ien22	冤：～枉
怨	ien45	怨：～人，埋～
袁	ien41	袁：姓，～世凯
園	ien41	园：菜～，花～
援	ien41	援：～助，支～
遠	ien31	远：永～
越	iet04	越：～来～好
曰	iet04	曰：子～
粵	iet04	粤：～东
決	ʨiet02	决：～定
訣	ʨiet02	诀：口～
犬	ʨʰien45	犬：狂～病
缺	ʨʰiet02	缺：～点
血	ɕiet02	血：流～
玄	ɕien41	玄：～妙
懸	ɕien41	悬：～挂，～崖
縣	ien31	县：～长
眩	ɕien41	眩：晕眩，～昏
穴	ɕiet04	穴：～位
淵	ien22	渊：深～，～源
吞	tʰun22	吞：～口水
跟	ken22	跟：～从
根	ken22	根：～本，树～
懇	kʰen31	恳：～求，诚～
墾	kʰen31	垦：开～
齦	ŋen41	龈：牙～肉（牙龈）
痕	hen41	痕：～迹
很	hen31	很：～大
恨	hen31	恨：仇～
恩	en22	恩：～人
彬	pin22	彬：文质～～；人名用字
賓	pin22	宾：贵～
檳	pin22	槟：～榔
濱	pin22	滨：哈尔～（地名）
殯	pin22	殡：～仪馆，出～
筆	pit02	笔：毛～，～记
畢	pit02	毕：～业
必	pit02	必：～须
匹	pʰit02	匹：～配
貧	pʰin41	贫：扶～
頻	pʰin41	频：～繁
閩	min22	闽：福建简称，～南
民	min41	民：人～，～族
敏	min31	敏：灵～
密	met04	密：秘～，～封
蜜	met04	蜜：～蜂
鄰	lin41	邻：～居
鱗	lin22	鳞：鱼～
燐	lin41	磷：～肥
吝	net02	吝：吝啬
栗	lit04	栗：～子
津	ʨin22	津：天～（地名）
儘	ʨʰin31	尽：～管，～早
進	ʨin45	进：～步，前～
晉	ʨin45	晋：山西简称；魏～南北朝
親	ʨʰin22	亲：～生，父～
親	ʨʰin22	亲：～家
七	ʨʰit02	七：数字
漆	ʨʰit02	漆：油～
秦	ʨʰin41	秦：姓；～国
盡	ʨʰin31	尽：～量，～力，～头
疾	ʨʰit04	疾：残～
辛	ɕin22	辛：～苦
新	ɕin22	新：～旧
新	ɕin22	新：～妇（儿媳妇）
薪	ɕin22	薪：～水
信	ɕin45	信：相～
訊	ʃiun31	讯：通～
悉	ɕit02	悉：熟～
膝	ʨʰit02	膝：～头（膝盖）
珍	ʨin22	珍：～珠
鎭	ʨin31	镇：～长，～压
趁	ʨʰin45	趁：～机
陳	ʨʰin41	陈：姓；～列，～皮
塵	ʨʰin41	尘：灰～，～灰
陣	ʨʰin31	阵：～雨
姪	ʨʰit04	侄：～子
秩	ʨʰit02	秩：～序
臻	ʨin22	臻：聂荣～
襯	ʦʰen45	衬：～衫
蝨	set02	虱：虱子，～嫲
眞	ʨin22	真：认～，～假
診	ʨin22	诊：急～
疹	ʨin22	疹：麻～
振	ʨin31	振：～动
震	ʨin31	震：地～
質	ʨit02	质：～量，品～
神	ɕin41	神：～仙，精～
實	ɕit04	实：老～，～在
身	ɕin22	身：～体，上～
申	ɕin22	申：～请；地支，申酉戌亥
伸	ɕin22	伸：～展，延～[文]
伸	ʧʰiun22	伸：～手[白]
失	ɕit02	失：～去，丧～
室	ɕit02	室：教～，～内
辰	ɕin41	辰：时～
晨	ɕin41	晨：朝～
臣	ʨʰin41	臣：大～
腎	ɕin31	肾：～病
腎	ʨʰin31	肾：鸡～（鸡肫）[白]
愼	ɕin31	慎：谨～，～重
人	njin41	人：老～，～民
仁	in41	仁：～义
忍	njin22	忍：～耐，～受
刃	njin22	刃：刀～
認	njin31	认：承～，～真
靭	ŋen31	韧：不易断，坚～[文]
靭	ŋen31	韧：不易断[白]
日	njit02	日：十～，～期
巾	ʨin22	巾：围～
緊	ʨin31	紧：～张
吉	ʨit02	吉：～利
僅	ʨin31	仅：～～，不～
銀	ŋen41	银：金～，～行
因	in22	因：原～
姻	ien22	姻：婚～
印	in45	印：手～
乙	iet02	乙：天干，甲乙丙丁
一	it02	一：数字
寅	in41	寅：地支，子丑寅卯
引	in31	引：吸～
逸	it04	逸：劳～结合
斤	ʨin22	斤：～两
筋	ʨin22	筋：牛～丸
謹	ʨin31	谨：～慎，严～
勁	ʨin45	劲：有～，～敌
乞	ʨʰi31	乞：～食，～求
勤	ʨʰin41	勤：～劳
芹	ʧʰiun41	芹：～菜
近	ʨʰin31	近：最～，～来[文]
近	kʰen22	近：远近[白]
欣	ɕin22	欣：～赏
殷	in22	殷：姓；～勤
隱	in31	隐：～形，～身
癮	in31	瘾：喜欢；烟～
奔	pen22	奔：～跑，东～西走
本	pun31	本：～来，书～
不	put02	不：～过
噴	pʰun45	喷：～水；～嚏
盆	pʰun41	盆：面～（脸盆），～地
笨	pun45	笨：～蛋[文]
笨	pʰun22	笨：厚[白]
勃	pʰut04	勃，蓬～，生机～～
門	mun41	门：关～
悶	mun31	闷：烦～，～热
沒	mut04	没：沉～，～有，出～
敦	tun22	敦：～厚；伦～（地名）
墩	tun31	墩：桥～
頓	tun31	顿：停～，～脚
褪	tʰui45	褪：～色
屯	tʰun41	屯：～田
豚	tʰun41	豚：海～
囤	tʰun41	囤：～积
盾	tʰun31	盾：矛～
鈍	tʰun31	钝：迟～，～角
凸	tʰut04	凸：～起
突	tʰut04	突：～然
突	tʰut04	突：～出
嫩	nun31	嫩：不老
論	lun31	论：～语
崙	lun41	仑：昆～
論	lun31	论：议～，～文
尊	ʧiun22	尊：～重
卒	ʧiut02	卒：兵～，小～
村	ʧʰiun22	村：～长
寸	ʧʰiun45	寸：尺～
存	ʧʰiun41	存：～在，～折，储～
蹲	tun22	蹲：～马（扎马步）[文]
蹲	tun22	蹲：蹲下[白]
孫	ʃiun22	孙：姓；子～
損	ʃiun31	损：～坏
昆	kʰun22	昆：～明，～虫
滾	kun31	滚：～动；水开
棍	kun45	棍：长～
骨	kut02	骨：～头
坤	kʰun22	坤：乾～
綑	kʰun31	捆：～绑
困	kʰun45	困：～难
昏	fun22	昏：黄～
婚	fun22	婚：结～
忽	fut02	忽：～然
魂	fun41	魂：灵～
渾	fun41	浑：～浊[文]
渾	vun41	浑：水浑[白]
混	fun31	混：～淆，相～
核	hat04	核：～心，～对[文]
核	fut04	核：龙眼～[白]
核	hak04	核：～卵（睾丸）[白]
溫	vun22	温：～度，～和
瘟	vun22	瘟：鸡～
穩	vun31	稳：～定，求～
倫	lun41	伦：～理，天～之乐
淪	lun41	沦：沉～
輪	lun41	轮：车～，～流
律	lut04	律：法～，～师
率	lut04	率：效～
遵	ʧiun22	遵：～守
俊	ʧiun45	俊：英～
筍	ʃiun31	笋：竹～
榫	ʃiun31	榫：～头（接合处）
迅	ʃiun31	迅：～速
戌	ʃiut02	戌：戊～变法
旬	ʃiun41	旬：上～
循	ʃiun41	循：遵～，～环
巡	ʃiun41	巡：～逻，出～
殉	ʃiun41	殉：～职，～情
椿	ʧʰiun22	椿：～树，香～
朮	ʃiut04	朮：白～（中药）
率	ʃiut02	率：～领
蟀	ʃiut02	蟀：蟋～
準	ʧiun31	准：瞄～，～则
准	ʧiun31	准：批～，～确
春	ʧʰiun22	春：立～
蠢	ʧʰiun31	蠢：～才
出	ʧʰiut02	出：～入，～发
脣	ʃiun41	唇：嘴～[文]
脣	ʃiun41	唇：嘴～[训，舷]
順	ʃiun31	顺：～利，～风
術	ʃiut04	术：技～
述	ʃiut04	述：叙～
舜	ʃiun45	舜：尧～
純	ʃiun41	纯：单～，～粹
醇	ʃiun41	醇：酒味～
潤	iun31	润：利～，～色
閏	iun31	闰：～月
均	ʧiun22	均：平～，～匀
鈞	ʧiun22	钧：千～一发
菌	kʰun45	菌：细～
勻	iun41	匀：均～
允	iun31	允：～许
尹	i41	尹：姓，～相杰
分	fun22	分：～数，区～[文]
分	pun22	分：给[白]
粉	fun31	粉：～笔，面～[文]
粉	pʰun31	粉：～松[白]
糞	pun45	粪：粪便
奮	fun31	奋：～斗
芬	fun22	芬：～芳
紛	fun22	纷：纠～
彿	fut04	佛：仿～
焚	fun41	焚：～烧
墳	fun41	坟：～墓，上～
憤	fun31	愤：气～，～怒
忿	fun31	忿：～～不平
份	fun31	份：～量
佛	fut04	佛：拜～
文	vun41	文：～章，论～
紋	vun41	纹：花～
蚊	mun22	蚊：～香
聞	vun41	闻：新～
吻	vun41	吻：接～
問	mun45	问：～题
物	vut02	物：～理[文]
物	vut02	物：～件[白]
勿	vut02	勿：非礼～视
君	ʧiun22	君：～子
軍	ʧiun22	军：～队，参～
屈	ʧiut02	屈：委～，～服[文]
屈	ʧiut02	屈：委屈，～气[白]
羣	ʧʰiun41	群：～众
裙	ʧʰiun41	裙：裙子
掘	ʧiut02	掘：挖～
倔	ʧiut02	倔：～强
熏	ʃiun22	熏：～陶，烟～人[文]
熏	ʃiun22	熏：烟～人,～蚊[白]
勳	ʃiun22	勋：～章
